time,year,month,latitude,longitude,depth,mag,magType,place,type,felt,alert,tsunami,sig,nst,dmin,rms,horizontalError,depthError,id
2021-10-03,2021,10,-42.4478,174.2987,161.9,5.3,mw,New Zealand,earthquake,2,green,0,49,143,4.493,0.83,4.8,1.3,us0000004892
2014-06-15,2014,6,9.4406,11.1404,20.6,5.0,mw,Other,earthquake,1,green,0,1,137,4.25,1.85,16.0,8.1,us0000004893
1978-12-02,1978,12,15.1795,-71.7979,22.3,5.1,mb,Caribbean,earthquake,0,green,0,9,38,3.832,2.0,4.3,7.7,us0000004894
1968-03-14,1968,3,36.2471,137.5598,117.0,5.4,mw,Ring of Fire - Japan,earthquake,2,green,0,69,122,2.311,0.39,3.1,3.3,us0000004895
1973-12-23,1973,12,-28.0038,155.6412,36.5,5.2,mw,Other,earthquake,1,green,0,34,79,4.235,1.07,17.8,0.5,us0000004896
1977-06-01,1977,6,38.5684,136.242,90.2,5.2,mw,Ring of Fire - Japan,earthquake,2,green,0,37,76,2.781,0.13,12.5,11.8,us0000004897
2010-01-22,2010,1,30.9523,140.6179,148.7,6.2,mb,Ring of Fire - Japan,earthquake,10,yellow,0,209,131,2.398,0.14,6.2,8.6,us0000004898
1999-01-20,1999,1,26.7952,88.5162,55.6,5.5,ml,Himalayan Belt,earthquake,3,green,0,90,27,0.229,1.67,12.7,0.6,us0000004899
1995-12-14,1995,12,33.7872,-114.3091,37.0,5.3,mw,California - USA,earthquake,2,green,0,46,41,3.465,1.85,4.0,5.9,us0000004900
1927-03-10,1927,3,-37.6355,166.4515,46.7,6.0,ms,New Zealand,earthquake,11,green,0,171,140,3.563,1.55,16.1,4.8,us0000004901
1918-12-20,1918,12,-6.5361,134.0797,144.8,5.3,ms,Ring of Fire - Indonesia,earthquake,3,green,0,54,61,1.796,1.5,13.6,12.3,us0000004902
1976-03-08,1976,3,32.3319,130.5996,18.9,5.2,mw,Ring of Fire - Japan,earthquake,3,green,0,42,136,0.865,0.42,2.8,14.1,us0000004903
1911-11-18,1911,11,-42.9693,-72.8901,93.6,6.6,ms,Ring of Fire - Chile,earthquake,48,orange,0,285,120,4.19,0.43,15.7,5.4,us0000004904
1991-09-23,1991,9,7.4695,124.5097,18.7,5.1,ml,Ring of Fire - Philippines,earthquake,1,green,0,14,150,0.843,0.74,17.4,13.9,us0000004905
1995-07-21,1995,7,33.2403,82.8217,23.8,5.4,mw,Himalayan Belt,earthquake,1,green,0,64,82,4.086,1.72,17.5,4.7,us0000004906
1970-10-13,1970,10,60.4912,-152.5809,36.7,5.4,ms,Ring of Fire - Alaska,earthquake,1,green,0,78,144,1.096,1.55,19.3,8.3,us0000004907
1978-11-12,1978,11,31.4825,-0.9848,40.8,5.3,ms,Mediterranean Belt,earthquake,2,green,0,61,80,2.45,0.75,4.7,11.8,us0000004908
2004-06-27,2004,6,41.0658,29.8311,16.0,5.1,mb,Mediterranean Belt,earthquake,1,green,0,23,123,0.033,1.16,0.7,10.6,us0000004909
2001-03-18,2001,3,-4.4743,139.8834,545.5,5.1,mb,Ring of Fire - Indonesia,earthquake,3,green,0,12,104,1.202,0.24,6.4,11.8,us0000004910
1906-06-28,1906,6,-37.7793,-27.3996,23.0,5.0,ms,Mid-Atlantic Ridge,earthquake,0,green,0,7,119,4.541,0.57,17.7,5.0,us0000004911
2009-04-06,2009,4,42.284,44.1993,52.3,5.3,mw,Mediterranean Belt,earthquake,2,green,0,45,37,2.169,0.66,4.3,14.9,us0000004912
2005-05-13,2005,5,-3.6141,129.3961,30.9,5.4,mb,Ring of Fire - Indonesia,earthquake,1,green,0,65,52,3.133,1.24,16.0,1.9,us0000004913
1978-05-28,1978,5,33.639,17.8184,68.0,5.5,ms,Mediterranean Belt,earthquake,5,green,0,82,60,2.867,1.03,9.2,9.4,us0000004914
1955-06-02,1955,6,-44.9837,-72.5037,112.0,5.2,ms,Ring of Fire - Chile,earthquake,1,green,0,30,43,4.111,1.4,8.4,13.2,us0000004915
1971-03-12,1971,3,-15.2034,-70.5091,36.8,5.3,ml,Ring of Fire - Chile,earthquake,1,green,0,46,138,3.806,1.65,13.9,8.6,us0000004916
1969-12-12,1969,12,-3.1987,102.0784,72.4,5.0,mw,Ring of Fire - Indonesia,earthquake,1,green,0,0,17,4.918,1.42,18.9,2.7,us0000004917
1925-11-06,1925,11,41.5181,-3.9695,30.3,5.1,mb,Mediterranean Belt,earthquake,0,green,0,11,132,4.347,1.25,8.5,12.0,us0000004918
2003-07-09,2003,7,41.5049,144.2383,50.3,6.4,ml,Ring of Fire - Japan,earthquake,77,yellow,0,245,154,1.03,1.9,10.6,2.2,us0000004919
1907-10-01,1907,10,39.3067,23.1483,29.6,5.2,mw,Mediterranean Belt,earthquake,1,green,0,35,169,0.011,1.21,6.5,12.2,us0000004920
1986-05-27,1986,5,22.1769,-72.8121,92.8,5.1,ms,Caribbean,earthquake,3,green,0,25,188,2.416,1.2,17.0,3.0,us0000004921
1972-10-02,1972,10,11.7612,-83.9714,29.6,5.3,mb,Caribbean,earthquake,0,green,0,45,25,0.978,1.46,17.8,4.2,us0000004922
1952-05-22,1952,5,41.0722,32.8416,21.6,5.0,mw,Mediterranean Belt,earthquake,0,green,0,1,17,3.901,0.22,10.6,9.6,us0000004923
2002-09-16,2002,9,42.9146,132.9502,36.0,5.0,mw,Ring of Fire - Japan,earthquake,0,green,0,0,134,1.626,1.2,12.2,4.0,us0000004924
1917-01-21,1917,1,39.4262,-119.0223,36.3,5.4,mw,California - USA,earthquake,4,green,0,68,42,2.51,0.25,0.7,3.3,us0000004925
1951-03-14,1951,3,-9.4122,97.3888,64.4,5.2,ml,Ring of Fire - Indonesia,earthquake,1,green,0,28,87,3.316,1.22,15.5,13.3,us0000004926
1905-06-07,1905,6,0.9115,107.6127,106.9,5.7,mw,Ring of Fire - Indonesia,earthquake,3,green,0,119,68,2.764,0.18,3.1,13.9,us0000004927
2010-11-14,2010,11,38.2105,-0.7619,12.0,5.2,ms,Other,earthquake,1,green,0,43,190,1.893,1.27,17.1,7.5,us0000004928
1922-11-24,1922,11,-5.6836,95.2961,75.2,5.0,ms,Ring of Fire - Indonesia,earthquake,0,green,0,7,118,2.228,0.71,3.0,1.3,us0000004929
1957-03-05,1957,3,13.1719,121.2996,34.8,5.2,mb,Ring of Fire - Philippines,earthquake,1,green,0,31,39,2.507,0.38,8.4,10.5,us0000004930
2000-08-28,2000,8,25.7251,95.1806,158.1,5.4,mw,Himalayan Belt,earthquake,2,green,0,66,153,4.631,1.37,8.5,13.3,us0000004931
1970-01-08,1970,1,36.7064,-117.7325,7.9,5.1,ms,California - USA,earthquake,1,green,0,16,24,3.192,1.21,1.7,6.8,us0000004932
2024-04-13,2024,4,41.1031,-124.7724,13.2,5.3,mw,California - USA,earthquake,1,green,0,52,72,1.099,0.19,17.4,12.0,us0000004933
2021-12-08,2021,12,28.0769,-23.7576,29.9,5.2,mw,Mid-Atlantic Ridge,earthquake,1,green,0,44,13,3.013,0.27,19.2,10.6,us0000004934
1986-02-09,1986,2,1.6822,114.4168,48.1,5.2,mb,Ring of Fire - Indonesia,earthquake,2,green,0,39,108,0.357,0.85,8.6,10.1,us0000004935
1994-06-27,1994,6,53.6227,-168.3074,54.5,5.2,mb,Ring of Fire - Alaska,earthquake,1,green,0,29,108,4.569,0.7,1.8,3.5,us0000004936
2021-07-13,2021,7,-8.8506,-37.951,47.0,5.4,mb,Mid-Atlantic Ridge,earthquake,0,green,0,64,70,3.425,0.96,18.0,10.9,us0000004937
2006-05-03,2006,5,59.6289,-174.0815,51.2,6.2,ms,Ring of Fire - Alaska,earthquake,10,yellow,0,206,78,4.566,0.61,4.8,14.3,us0000004938
2012-01-25,2012,1,-19.6555,-65.2033,40.3,5.1,mw,Ring of Fire - Chile,earthquake,0,green,0,18,89,3.248,0.98,5.8,11.7,us0000004939
1967-11-20,1967,11,-31.9993,-32.3344,31.9,5.3,ms,Mid-Atlantic Ridge,earthquake,2,green,0,50,12,4.455,0.19,5.8,6.8,us0000004940
1912-01-19,1912,1,35.2541,99.8777,73.7,5.8,mw,Himalayan Belt,earthquake,11,green,0,139,74,4.298,0.86,14.2,14.2,us0000004941
1924-12-15,1924,12,-35.417,-33.1616,15.4,5.6,ms,Mid-Atlantic Ridge,earthquake,2,green,0,101,142,2.148,0.87,2.7,3.5,us0000004942
2024-01-03,2024,1,35.5785,142.5255,60.2,5.4,mw,Ring of Fire - Japan,earthquake,2,green,0,73,94,0.609,1.38,7.3,11.1,us0000004943
1948-10-03,1948,10,19.2592,120.7991,145.6,5.0,mw,Ring of Fire - Philippines,earthquake,0,green,0,5,198,4.863,0.89,16.1,2.1,us0000004944
1997-03-07,1997,3,55.7235,-167.2293,72.7,5.3,mw,Ring of Fire - Alaska,earthquake,5,green,0,59,26,1.27,1.75,2.9,12.7,us0000004945
1979-07-10,1979,7,12.9269,125.7086,77.0,5.1,ml,Ring of Fire - Philippines,earthquake,1,green,0,19,164,3.232,1.32,18.9,10.7,us0000004946
2013-05-28,2013,5,-16.1871,-66.0577,169.0,5.3,mw,Ring of Fire - Chile,earthquake,2,green,0,52,60,0.254,1.36,19.5,10.9,us0000004947
1971-09-26,1971,9,33.4463,138.7768,206.6,5.2,mw,Ring of Fire - Japan,earthquake,0,green,0,44,192,2.293,1.0,19.3,11.8,us0000004948
2017-04-23,2017,4,44.0209,142.4333,27.0,5.0,ms,Ring of Fire - Japan,earthquake,0,green,0,0,149,0.582,1.94,6.9,8.0,us0000004949
1937-06-27,1937,6,41.1245,133.0211,37.6,5.3,mb,Ring of Fire - Japan,earthquake,0,green,0,46,33,3.913,1.03,8.8,7.5,us0000004950
1915-06-22,1915,6,5.5386,125.5444,139.6,5.6,mw,Ring of Fire - Philippines,earthquake,5,green,0,108,115,0.45,1.37,17.6,6.4,us0000004951
1956-04-26,1956,4,17.4859,-84.4717,23.0,5.2,mw,Caribbean,earthquake,4,green,0,44,24,0.207,1.42,18.2,0.9,us0000004952
1954-09-23,1954,9,15.9949,124.1209,75.8,5.1,ms,Ring of Fire - Philippines,earthquake,0,green,0,20,98,0.539,1.3,1.9,8.4,us0000004953
2007-01-01,2007,1,44.457,136.8363,230.9,6.9,ms,Ring of Fire - Japan,earthquake,31,orange,0,341,196,2.989,1.96,9.1,8.8,us0000004954
1990-02-16,1990,2,37.0828,136.4945,92.7,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,18,86,1.946,0.86,19.6,9.6,us0000004955
1955-04-18,1955,4,30.7561,99.783,154.9,5.0,mw,Himalayan Belt,earthquake,0,green,0,4,92,3.313,0.68,13.7,14.1,us0000004956
1983-04-21,1983,4,-15.4871,-24.9449,11.1,5.4,mw,Mid-Atlantic Ridge,earthquake,5,green,0,73,167,2.966,0.47,8.6,2.5,us0000004957
2017-05-04,2017,5,-17.3601,-66.7791,114.7,5.1,mw,Ring of Fire - Chile,earthquake,2,green,0,13,134,0.38,1.48,10.6,1.5,us0000004958
1933-01-21,1933,1,9.0879,125.8418,28.8,5.2,mw,Ring of Fire - Philippines,earthquake,1,green,0,43,71,2.426,1.18,16.9,13.1,us0000004959
1939-02-28,1939,2,37.0277,-123.5487,30.7,5.4,mw,California - USA,earthquake,2,green,0,62,22,3.263,0.16,6.6,3.7,us0000004960
1960-06-19,1960,6,-34.7954,-68.1705,72.8,5.1,mb,Ring of Fire - Chile,earthquake,0,green,0,11,125,2.855,1.95,1.3,2.0,us0000004961
1922-10-25,1922,10,-33.0166,-70.8722,71.4,5.5,ms,Ring of Fire - Chile,earthquake,3,green,0,88,21,0.374,1.79,8.4,5.5,us0000004962
2000-09-23,2000,9,-29.9265,-71.5408,65.3,5.1,mw,Ring of Fire - Chile,earthquake,1,green,0,21,57,3.282,0.43,18.1,6.8,us0000004963
1946-03-20,1946,3,35.8377,39.8891,37.3,5.2,mb,Mediterranean Belt,earthquake,1,green,0,37,97,4.732,1.06,9.0,6.8,us0000004964
1913-12-10,1913,12,-38.2119,172.9057,139.6,5.3,mw,New Zealand,earthquake,1,green,0,48,30,0.905,1.38,7.9,8.0,us0000004965
1937-08-24,1937,8,-32.2219,159.5686,29.1,5.4,ml,Other,earthquake,1,green,0,70,198,3.185,1.55,15.0,14.3,us0000004966
1938-12-07,1938,12,-2.5029,138.2159,114.4,5.5,mw,Ring of Fire - Indonesia,earthquake,2,green,0,96,17,1.304,0.47,2.2,4.3,us0000004967
1972-10-05,1972,10,8.7269,125.6097,98.9,5.7,mw,Ring of Fire - Philippines,earthquake,5,green,0,122,136,1.636,1.68,5.8,13.2,us0000004968
1935-12-08,1935,12,-25.5148,-71.3843,33.4,5.2,mw,Ring of Fire - Chile,earthquake,1,green,0,33,127,0.605,1.1,9.4,2.3,us0000004969
1954-06-20,1954,6,39.912,134.0134,105.9,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,19,189,1.467,1.77,16.4,4.6,us0000004970
1949-05-10,1949,5,26.4649,-36.6426,17.2,5.1,mb,Mid-Atlantic Ridge,earthquake,2,green,0,24,199,3.189,1.03,10.2,11.2,us0000004971
2021-10-04,2021,10,24.4469,-33.4061,28.1,5.1,mw,Mid-Atlantic Ridge,earthquake,1,green,0,15,30,4.503,0.35,14.5,9.5,us0000004972
1925-12-25,1925,12,31.0499,137.533,108.0,5.0,mw,Ring of Fire - Japan,earthquake,1,green,0,3,7,0.851,0.5,3.7,12.0,us0000004973
2022-07-07,2022,7,41.183,138.8958,53.3,5.0,ml,Ring of Fire - Japan,earthquake,2,green,0,8,61,3.057,0.43,7.4,10.4,us0000004974
2018-04-28,2018,4,-7.2962,133.2784,209.0,5.2,mb,Ring of Fire - Indonesia,earthquake,4,green,0,40,154,1.829,1.74,1.5,5.6,us0000004975
1997-04-23,1997,4,41.8762,44.3887,17.8,5.1,ms,Mediterranean Belt,earthquake,1,green,0,9,197,0.728,0.62,3.7,3.1,us0000004976
1995-06-18,1995,6,43.4756,-133.9174,38.6,5.2,mw,Other,earthquake,2,green,0,38,53,1.366,1.62,19.9,4.0,us0000004977
1983-07-21,1983,7,44.7808,134.9406,81.4,5.2,mw,Ring of Fire - Japan,earthquake,1,green,0,27,119,1.863,1.16,5.9,13.7,us0000004978
2012-11-05,2012,11,30.0163,82.1201,17.7,5.4,mw,Himalayan Belt,earthquake,2,green,0,68,40,2.193,0.1,5.9,11.8,us0000004979
1980-03-25,1980,3,-7.7496,131.0948,172.3,5.1,mw,Ring of Fire - Indonesia,earthquake,1,green,0,21,145,4.825,0.28,17.7,5.8,us0000004980
1977-01-03,1977,1,8.1872,125.1817,40.9,5.1,mw,Ring of Fire - Philippines,earthquake,1,green,0,21,31,0.787,0.27,3.8,1.8,us0000004981
2008-11-15,2008,11,12.5669,-90.4899,119.2,5.1,mw,Other,earthquake,1,green,0,13,10,0.697,0.3,1.6,9.9,us0000004982
2002-05-03,2002,5,43.5724,2.0464,17.0,5.1,ms,Mediterranean Belt,earthquake,2,green,0,25,190,1.689,0.54,10.8,5.2,us0000004983
1934-04-16,1934,4,33.5652,65.5525,47.0,5.6,mw,Himalayan Belt,earthquake,4,green,0,104,141,4.341,1.06,2.6,13.7,us0000004984
2001-10-19,2001,10,11.528,-61.3609,65.7,5.1,mw,Caribbean,earthquake,1,green,0,9,110,0.892,1.93,11.6,13.8,us0000004985
2003-09-10,2003,9,-41.0043,176.0389,67.6,5.2,ms,New Zealand,earthquake,1,green,0,28,183,4.192,0.4,1.5,7.5,us0000004986
2021-10-21,2021,10,38.9883,134.5778,123.4,5.3,mw,Ring of Fire - Japan,earthquake,2,green,0,59,120,3.301,0.48,17.2,10.6,us0000004987
2012-02-18,2012,2,33.6875,80.8213,95.0,5.0,mw,Himalayan Belt,earthquake,0,green,0,5,54,3.493,1.82,14.4,6.1,us0000004988
1994-11-06,1994,11,43.3121,141.4384,237.2,5.5,mb,Ring of Fire - Japan,earthquake,2,green,0,90,5,2.398,1.14,5.9,2.3,us0000004989
1985-10-20,1985,10,37.0517,138.9195,48.1,5.3,mw,Ring of Fire - Japan,earthquake,1,green,0,49,34,0.111,0.43,8.7,3.3,us0000004990
1958-03-05,1958,3,-18.3458,-70.8728,79.6,5.9,mw,Ring of Fire - Chile,earthquake,21,green,0,159,25,1.25,1.32,3.1,1.2,us0000004991
1974-10-12,1974,10,30.2507,142.8457,45.7,5.1,mw,Ring of Fire - Japan,earthquake,0,green,0,9,30,0.257,0.68,14.5,4.8,us0000004992
1901-09-24,1901,9,41.3319,139.3189,56.6,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,14,122,0.31,1.23,17.4,11.5,us0000004993
1973-01-05,1973,1,29.0104,78.4492,20.4,5.0,mb,Himalayan Belt,earthquake,2,green,0,0,77,0.543,0.45,5.6,2.2,us0000004994
1974-01-18,1974,1,14.4751,-29.8013,16.1,5.3,ms,Mid-Atlantic Ridge,earthquake,1,green,0,54,193,3.218,0.81,6.9,3.7,us0000004995
1905-02-24,1905,2,41.6132,-117.7623,12.7,5.0,mw,California - USA,earthquake,2,green,0,6,180,2.035,1.17,3.4,6.5,us0000004996
1985-11-10,1985,11,60.1678,-171.2602,30.7,7.0,mw,Ring of Fire - Alaska,earthquake,61,orange,1,349,159,3.129,0.38,8.6,5.6,us0000004997
2010-04-20,2010,4,30.5732,22.011,9.0,5.5,mw,Mediterranean Belt,earthquake,1,green,0,87,29,1.465,0.73,12.4,9.0,us0000004998
2008-09-07,2008,9,32.735,140.504,37.1,5.6,ms,Ring of Fire - Japan,earthquake,3,green,0,110,178,3.853,1.82,7.0,7.7,us0000004999
1956-11-15,1956,11,-30.2743,-66.1967,20.8,5.1,ml,Ring of Fire - Chile,earthquake,0,green,0,13,173,4.299,0.19,10.0,3.4,us0000005000
1953-11-07,1953,11,14.0123,127.9047,58.6,5.1,mw,Ring of Fire - Philippines,earthquake,0,green,0,11,146,3.521,1.76,4.0,5.3,us0000005001
1976-08-22,1976,8,-0.5693,111.2097,83.0,5.2,mw,Ring of Fire - Indonesia,earthquake,2,green,0,27,85,2.223,0.44,17.8,5.8,us0000005002
1966-04-25,1966,4,35.4851,140.3049,77.5,5.5,mw,Ring of Fire - Japan,earthquake,2,green,0,91,29,3.789,1.65,8.5,9.4,us0000005003
1914-01-25,1914,1,39.7639,87.1032,65.0,5.8,ms,Himalayan Belt,earthquake,5,green,0,146,30,4.777,1.34,10.9,7.7,us0000005004
2005-06-07,2005,6,-36.4318,173.7434,26.9,5.6,mw,New Zealand,earthquake,6,green,0,108,149,1.446,0.8,18.0,3.1,us0000005005
2014-08-04,2014,8,38.0246,131.0546,152.7,5.2,mw,Ring of Fire - Japan,earthquake,0,green,0,38,143,2.517,0.25,18.4,11.1,us0000005006
1997-02-21,1997,2,56.8868,89.2598,85.4,6.2,ms,Other,earthquake,37,yellow,0,219,159,0.671,0.75,4.7,7.5,us0000005007
1979-12-23,1979,12,-19.289,-67.7053,157.7,5.4,mw,Ring of Fire - Chile,earthquake,2,green,0,73,116,3.141,1.47,19.9,5.0,us0000005008
2024-05-01,2024,5,34.6323,-123.9977,41.9,5.1,mw,California - USA,earthquake,1,green,0,12,113,2.036,0.3,13.3,11.0,us0000005009
1939-01-08,1939,1,-2.4014,101.1516,102.1,5.5,ms,Ring of Fire - Indonesia,earthquake,2,green,0,96,199,2.172,0.16,11.9,3.6,us0000005010
2020-06-02,2020,6,-37.2151,174.1435,37.8,5.4,mb,New Zealand,earthquake,5,green,0,79,46,0.473,0.51,1.8,10.3,us0000005011
2000-02-01,2000,2,40.7048,142.6468,31.5,5.9,mw,Ring of Fire - Japan,earthquake,9,green,0,162,50,3.141,0.12,3.8,1.8,us0000005012
2022-11-07,2022,11,33.1541,-116.3003,40.6,5.0,mw,California - USA,earthquake,0,green,0,1,6,4.589,0.29,5.9,8.4,us0000005013
1945-02-07,1945,2,-39.7431,176.1821,114.3,5.1,mb,New Zealand,earthquake,1,green,0,16,11,0.316,1.68,8.8,12.6,us0000005014
1933-01-21,1933,1,29.9655,-21.6664,13.3,6.6,mw,Mid-Atlantic Ridge,earthquake,113,orange,0,284,189,0.482,1.72,8.8,7.7,us0000005015
1954-08-28,1954,8,33.5116,26.4152,27.0,6.1,mw,Mediterranean Belt,earthquake,43,yellow,0,191,54,1.673,1.86,19.7,13.4,us0000005016
1945-02-26,1945,2,60.3626,-161.0563,14.1,5.3,mw,Ring of Fire - Alaska,earthquake,1,green,0,62,38,3.893,1.31,12.9,10.4,us0000005017
2019-09-24,2019,9,-35.3975,-31.8449,10.7,5.7,mw,Mid-Atlantic Ridge,earthquake,5,green,0,125,137,0.161,1.62,5.0,1.1,us0000005018
1958-12-11,1958,12,39.0364,73.0891,58.1,5.0,mw,Himalayan Belt,earthquake,1,green,0,6,176,4.964,0.98,12.9,15.0,us0000005019
1902-10-14,1902,10,1.578,110.1974,63.0,5.1,mw,Ring of Fire - Indonesia,earthquake,3,green,0,19,8,0.797,1.45,13.6,13.1,us0000005020
2023-12-24,2023,12,43.846,142.172,119.3,5.5,ms,Ring of Fire - Japan,earthquake,3,green,0,82,28,0.102,0.53,3.7,10.6,us0000005021
2022-06-19,2022,6,41.1815,138.3746,20.3,5.5,mw,Ring of Fire - Japan,earthquake,3,green,0,85,98,3.558,1.07,9.3,1.4,us0000005022
1967-12-28,1967,12,39.6508,144.8666,48.8,5.4,ms,Ring of Fire - Japan,earthquake,4,green,0,76,135,3.79,1.69,4.7,10.4,us0000005023
1957-10-13,1957,10,45.9584,-38.9513,32.7,5.3,mw,Mid-Atlantic Ridge,earthquake,2,green,0,60,66,3.609,0.84,11.6,2.0,us0000005024
1998-02-17,1998,2,54.0406,-159.4513,21.4,5.8,mw,Ring of Fire - Alaska,earthquake,11,green,0,137,99,1.728,1.19,19.5,10.2,us0000005025
2023-11-12,2023,11,8.8413,128.1879,76.7,5.1,mb,Ring of Fire - Philippines,earthquake,2,green,0,20,59,4.444,0.61,13.0,7.4,us0000005026
1966-02-03,1966,2,43.4041,135.4584,58.3,5.2,mw,Ring of Fire - Japan,earthquake,1,green,0,31,175,3.181,0.7,2.7,7.1,us0000005027
1978-02-15,1978,2,1.4041,139.7691,17.7,5.5,mw,Ring of Fire - Indonesia,earthquake,2,green,0,88,165,3.584,0.53,4.5,3.2,us0000005028
1983-11-10,1983,11,39.6825,136.6631,292.4,5.3,ms,Ring of Fire - Japan,earthquake,3,green,0,56,61,4.837,0.81,19.9,2.3,us0000005029
1972-10-07,1972,10,19.3271,-80.4534,112.1,5.0,ms,Caribbean,earthquake,1,green,0,8,105,3.634,1.72,8.4,14.4,us0000005030
1994-11-01,1994,11,30.4023,-3.3926,10.4,5.3,mw,Mediterranean Belt,earthquake,2,green,0,55,173,1.928,1.1,11.8,1.4,us0000005031
2004-05-28,2004,5,39.1699,138.7906,92.7,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,22,184,0.021,0.11,9.9,5.2,us0000005032
2023-08-18,2023,8,3.4651,125.8247,107.9,6.4,mw,Ring of Fire - Indonesia,earthquake,21,yellow,0,240,124,0.818,1.05,3.0,3.1,us0000005033
1977-08-09,1977,8,-20.2196,-71.857,120.8,5.7,mw,Ring of Fire - Chile,earthquake,7,green,0,117,178,1.459,0.21,15.0,12.4,us0000005034
1967-05-24,1967,5,39.6768,-114.9518,11.9,5.3,mw,California - USA,earthquake,2,green,0,61,153,4.762,1.7,6.7,6.2,us0000005035
1935-12-12,1935,12,4.5262,106.3422,20.8,5.2,mw,Other,earthquake,1,green,0,28,149,4.939,1.21,19.0,2.4,us0000005036
2017-08-24,2017,8,35.9829,142.4969,29.0,5.1,ms,Ring of Fire - Japan,earthquake,1,green,0,10,197,3.738,0.14,18.5,7.6,us0000005037
1958-02-14,1958,2,3.0804,133.2236,47.5,5.0,mw,Ring of Fire - Indonesia,earthquake,1,green,0,8,108,0.244,1.44,12.3,8.3,us0000005038
1991-05-15,1991,5,58.2668,-155.1867,46.6,5.4,mw,Ring of Fire - Alaska,earthquake,1,green,0,69,77,1.008,0.55,18.2,14.6,us0000005039
2022-02-26,2022,2,-19.3831,-123.2667,47.9,5.3,ml,Other,earthquake,2,green,0,51,7,4.083,0.5,18.2,4.3,us0000005040
1974-08-04,1974,8,-3.0977,102.6195,185.1,5.2,ms,Ring of Fire - Indonesia,earthquake,0,green,0,38,157,1.917,0.87,0.8,13.3,us0000005041
2006-09-28,2006,9,2.8875,134.2887,187.0,5.7,ms,Ring of Fire - Indonesia,earthquake,4,green,0,122,147,0.92,1.25,19.2,10.1,us0000005042
2004-11-10,2004,11,2.7825,114.1238,54.2,7.5,mw,Ring of Fire - Indonesia,earthquake,142,orange,0,440,36,0.213,1.13,9.7,7.8,us0000005043
1913-07-23,1913,7,37.9977,138.5995,39.6,5.8,mw,Ring of Fire - Japan,earthquake,5,green,0,140,96,0.71,1.84,15.5,13.7,us0000005044
1972-01-13,1972,1,34.0989,-116.029,6.0,5.5,ms,California - USA,earthquake,9,green,0,85,40,4.66,1.71,16.6,1.9,us0000005045
1904-08-24,1904,8,53.5599,-146.7514,121.3,5.1,mb,Ring of Fire - Alaska,earthquake,0,green,0,14,158,4.566,0.47,15.6,2.9,us0000005046
1995-04-13,1995,4,43.1819,142.3519,257.4,5.3,mw,Ring of Fire - Japan,earthquake,1,green,0,47,79,4.474,0.68,19.1,4.8,us0000005047
1965-05-22,1965,5,35.7494,-122.7242,12.1,5.7,mw,California - USA,earthquake,10,green,0,129,103,0.066,1.2,16.0,3.4,us0000005048
2021-01-21,2021,1,-2.7372,108.5932,122.4,5.5,ms,Ring of Fire - Indonesia,earthquake,1,green,0,94,65,2.205,0.33,14.6,10.6,us0000005049
2011-03-06,2011,3,4.2372,119.2284,114.2,6.0,mw,Ring of Fire - Indonesia,earthquake,7,yellow,0,182,94,2.071,0.42,4.1,12.5,us0000005050
1967-09-19,1967,9,31.9038,65.2954,48.6,5.2,mb,Himalayan Belt,earthquake,1,green,0,30,81,3.256,1.52,8.1,13.7,us0000005051
1950-10-21,1950,10,16.8481,127.3592,90.7,5.0,mw,Ring of Fire - Philippines,earthquake,1,green,0,4,59,2.523,1.68,15.7,1.5,us0000005052
2005-04-25,2005,4,35.5964,-123.226,16.4,5.8,mw,California - USA,earthquake,14,green,0,139,173,0.469,1.69,16.2,9.4,us0000005053
1984-02-13,1984,2,1.1353,122.701,165.9,5.8,mw,Ring of Fire - Indonesia,earthquake,5,green,0,133,100,4.087,1.04,5.7,4.1,us0000005054
1995-01-15,1995,1,27.9235,70.3451,43.0,6.2,ml,Himalayan Belt,earthquake,10,yellow,0,207,93,3.755,0.16,1.0,9.0,us0000005055
2013-06-01,2013,6,35.5623,88.7758,44.1,5.4,mw,Himalayan Belt,earthquake,6,green,0,63,190,1.972,1.19,19.9,10.2,us0000005056
2022-04-08,2022,4,4.3441,104.7152,294.5,5.6,ml,Ring of Fire - Indonesia,earthquake,2,green,0,100,15,4.253,0.96,7.4,6.7,us0000005057
1984-07-14,1984,7,39.0891,141.9849,67.1,5.0,mw,Ring of Fire - Japan,earthquake,1,green,0,7,165,3.505,0.68,5.9,2.8,us0000005058
2017-09-10,2017,9,-3.3083,105.0847,99.7,5.1,mb,Ring of Fire - Indonesia,earthquake,1,green,0,12,156,4.542,1.79,9.3,5.1,us0000005059
2015-11-03,2015,11,53.1177,-164.1664,72.2,5.6,mw,Ring of Fire - Alaska,earthquake,19,green,0,110,156,0.516,0.46,2.6,6.9,us0000005060
1988-08-27,1988,8,39.5804,140.3345,24.2,5.5,mw,Ring of Fire - Japan,earthquake,4,green,0,82,110,3.727,0.54,12.4,1.6,us0000005061
1992-07-28,1992,7,-5.8821,129.385,196.1,5.1,mw,Ring of Fire - Indonesia,earthquake,1,green,0,25,12,4.042,1.35,11.5,8.0,us0000005062
